filename,forgery_type,forged_region,source,label
forged/triple_compression_0_4_page-0001_jpg.rf.LQi8KCb2wxCEUD3C7lSC_002.jpg,triple_compression,,0_4_page-0001_jpg.rf.LQi8KCb2wxCEUD3C7lSC.jpg,forged
forged/triple_compression_IMG-20240405-WA0019_jpg.rf.sZGqcZOx4MsIIEcMM5Ut_003.jpg,triple_compression,,IMG-20240405-WA0019_jpg.rf.sZGqcZOx4MsIIEcMM5Ut.jpg,forged
forged/triple_compression_3_png.rf.CthnogULRIDHBPRj56NC_004.jpg,triple_compression,,3_png.rf.CthnogULRIDHBPRj56NC.png,forged
forged/triple_compression_3-1-_page-0001_jpg.rf.GdHyTVnXJxvZv2dJOYJw_005.jpg,triple_compression,,3-1-_page-0001_jpg.rf.GdHyTVnXJxvZv2dJOYJw.jpg,forged
forged/triple_compression_27-1-_page-0001_jpg.rf.mCOgmmGW6H9bF9wdzNwN_006.jpg,triple_compression,,27-1-_page-0001_jpg.rf.mCOgmmGW6H9bF9wdzNwN.jpg,forged
forged/triple_compression_17-1-_page-0001_jpg.rf.MBmp4a0U6kjHZWFQ8zaR_007.jpg,triple_compression,,17-1-_page-0001_jpg.rf.MBmp4a0U6kjHZWFQ8zaR.jpg,forged
forged/triple_compression_image_png_jpg.rf.fbDsplVsStojIsCi7S54_008.jpg,triple_compression,,image_png_jpg.rf.fbDsplVsStojIsCi7S54.jpg,forged
forged/triple_compression_13-2-_page-0001_jpg.rf.dJcAkp37r8OVl6Lsbckm_009.jpg,triple_compression,,13-2-_page-0001_jpg.rf.dJcAkp37r8OVl6Lsbckm.jpg,forged
forged/noise_injection_image-34-_png_jpg.rf.qEuLXAZZQOXcgio2zGPI_000.jpg,noise_injection,"136,391,200,200",image-34-_png_jpg.rf.qEuLXAZZQOXcgio2zGPI.jpg,forged
forged/noise_injection_14-__page-0001_jpg.rf.3oWmP9FqEpWHYhqe7Y2Q_001.jpg,noise_injection,"297,285,200,200",14-__page-0001_jpg.rf.3oWmP9FqEpWHYhqe7Y2Q.jpg,forged
forged/noise_injection_0_4_page-0001_jpg.rf.LQi8KCb2wxCEUD3C7lSC_002.jpg,noise_injection,"144,392,200,200",0_4_page-0001_jpg.rf.LQi8KCb2wxCEUD3C7lSC.jpg,forged
forged/noise_injection_IMG-20240405-WA0019_jpg.rf.sZGqcZOx4MsIIEcMM5Ut_003.jpg,noise_injection,"448,607,200,200",IMG-20240405-WA0019_jpg.rf.sZGqcZOx4MsIIEcMM5Ut.jpg,forged
forged/noise_injection_3_png.rf.CthnogULRIDHBPRj56NC_004.jpg,noise_injection,"112,102,200,200",3_png.rf.CthnogULRIDHBPRj56NC.png,forged
forged/noise_injection_3-1-_page-0001_jpg.rf.GdHyTVnXJxvZv2dJOYJw_005.jpg,noise_injection,"122,80,200,200",3-1-_page-0001_jpg.rf.GdHyTVnXJxvZv2dJOYJw.jpg,forged
forged/noise_injection_27-1-_page-0001_jpg.rf.mCOgmmGW6H9bF9wdzNwN_006.jpg,noise_injection,"270,262,200,200",27-1-_page-0001_jpg.rf.mCOgmmGW6H9bF9wdzNwN.jpg,forged
forged/noise_injection_17-1-_page-0001_jpg.rf.MBmp4a0U6kjHZWFQ8zaR_007.jpg,noise_injection,"56,396,200,200",17-1-_page-0001_jpg.rf.MBmp4a0U6kjHZWFQ8zaR.jpg,forged
forged/noise_injection_image_png_jpg.rf.fbDsplVsStojIsCi7S54_008.jpg,noise_injection,"34,66,200,200",image_png_jpg.rf.fbDsplVsStojIsCi7S54.jpg,forged
forged/noise_injection_13-2-_page-0001_jpg.rf.dJcAkp37r8OVl6Lsbckm_009.jpg,noise_injection,"88,331,200,200",13-2-_page-0001_jpg.rf.dJcAkp37r8OVl6Lsbckm.jpg,forged
forged/brightness_manipulation_image-34-_png_jpg.rf.qEuLXAZZQOXcgio2zGPI_000.jpg,brightness_manipulation,"358,442,140,80",image-34-_png_jpg.rf.qEuLXAZZQOXcgio2zGPI.jpg,forged
forged/brightness_manipulation_14-__page-0001_jpg.rf.3oWmP9FqEpWHYhqe7Y2Q_001.jpg,brightness_manipulation,"205,489,116,54",14-__page-0001_jpg.rf.3oWmP9FqEpWHYhqe7Y2Q.jpg,forged
forged/brightness_manipulation_0_4_page-0001_jpg.rf.LQi8KCb2wxCEUD3C7lSC_002.jpg,brightness_manipulation,"293,21,235,46",0_4_page-0001_jpg.rf.LQi8KCb2wxCEUD3C7lSC.jpg,forged
forged/brightness_manipulation_IMG-20240405-WA0019_jpg.rf.sZGqcZOx4MsIIEcMM5Ut_003.jpg,brightness_manipulation,"559,778,129,73",IMG-20240405-WA0019_jpg.rf.sZGqcZOx4MsIIEcMM5Ut.jpg,forged
forged/brightness_manipulation_3_png.rf.CthnogULRIDHBPRj56NC_004.jpg,brightness_manipulation,"184,67,134,79",3_png.rf.CthnogULRIDHBPRj56NC.png,forged
forged/brightness_manipulation_3-1-_page-0001_jpg.rf.GdHyTVnXJxvZv2dJOYJw_005.jpg,brightness_manipulation,"90,474,175,57",3-1-_page-0001_jpg.rf.GdHyTVnXJxvZv2dJOYJw.jpg,forged
forged/brightness_manipulation_27-1-_page-0001_jpg.rf.mCOgmmGW6H9bF9wdzNwN_006.jpg,brightness_manipulation,"279,522,100,76",27-1-_page-0001_jpg.rf.mCOgmmGW6H9bF9wdzNwN.jpg,forged
forged/brightness_manipulation_17-1-_page-0001_jpg.rf.MBmp4a0U6kjHZWFQ8zaR_007.jpg,brightness_manipulation,"477,118,145,62",17-1-_page-0001_jpg.rf.MBmp4a0U6kjHZWFQ8zaR.jpg,forged
forged/brightness_manipulation_image_png_jpg.rf.fbDsplVsStojIsCi7S54_008.jpg,brightness_manipulation,"269,213,176,70",image_png_jpg.rf.fbDsplVsStojIsCi7S54.jpg,forged
forged/brightness_manipulation_13-2-_page-0001_jpg.rf.dJcAkp37r8OVl6Lsbckm_009.jpg,brightness_manipulation,"400,175,139,53",13-2-_page-0001_jpg.rf.dJcAkp37r8OVl6Lsbckm.jpg,forged
forged/blur_attack_image-34-_png_jpg.rf.qEuLXAZZQOXcgio2zGPI_000.jpg,blur_attack,"286,408,150,150",image-34-_png_jpg.rf.qEuLXAZZQOXcgio2zGPI.jpg,forged
forged/blur_attack_14-__page-0001_jpg.rf.3oWmP9FqEpWHYhqe7Y2Q_001.jpg,blur_attack,"281,480,150,150",14-__page-0001_jpg.rf.3oWmP9FqEpWHYhqe7Y2Q.jpg,forged
forged/blur_attack_0_4_page-0001_jpg.rf.LQi8KCb2wxCEUD3C7lSC_002.jpg,blur_attack,"10,316,150,150",0_4_page-0001_jpg.rf.LQi8KCb2wxCEUD3C7lSC.jpg,forged
forged/blur_attack_IMG-20240405-WA0019_jpg.rf.sZGqcZOx4MsIIEcMM5Ut_003.jpg,blur_attack,"341,510,150,150",IMG-20240405-WA0019_jpg.rf.sZGqcZOx4MsIIEcMM5Ut.jpg,forged
forged/blur_attack_3_png.rf.CthnogULRIDHBPRj56NC_004.jpg,blur_attack,"19,67,138,138",3_png.rf.CthnogULRIDHBPRj56NC.png,forged
forged/blur_attack_3-1-_page-0001_jpg.rf.GdHyTVnXJxvZv2dJOYJw_005.jpg,blur_attack,"195,459,150,150",3-1-_page-0001_jpg.rf.GdHyTVnXJxvZv2dJOYJw.jpg,forged
forged/blur_attack_27-1-_page-0001_jpg.rf.mCOgmmGW6H9bF9wdzNwN_006.jpg,blur_attack,"435,423,150,150",27-1-_page-0001_jpg.rf.mCOgmmGW6H9bF9wdzNwN.jpg,forged
forged/blur_attack_17-1-_page-0001_jpg.rf.MBmp4a0U6kjHZWFQ8zaR_007.jpg,blur_attack,"167,132,150,150",17-1-_page-0001_jpg.rf.MBmp4a0U6kjHZWFQ8zaR.jpg,forged
forged/blur_attack_image_png_jpg.rf.fbDsplVsStojIsCi7S54_008.jpg,blur_attack,"39,133,150,150",image_png_jpg.rf.fbDsplVsStojIsCi7S54.jpg,forged
forged/blur_attack_13-2-_page-0001_jpg.rf.dJcAkp37r8OVl6Lsbckm_009.jpg,blur_attack,"459,300,150,150",13-2-_page-0001_jpg.rf.dJcAkp37r8OVl6Lsbckm.jpg,forged
forged/metadata_strip_image-34-_png_jpg.rf.qEuLXAZZQOXcgio2zGPI_000.jpg,metadata_strip,,image-34-_png_jpg.rf.qEuLXAZZQOXcgio2zGPI.jpg,forged
forged/metadata_strip_14-__page-0001_jpg.rf.3oWmP9FqEpWHYhqe7Y2Q_001.jpg,metadata_strip,,14-__page-0001_jpg.rf.3oWmP9FqEpWHYhqe7Y2Q.jpg,forged
forged/metadata_strip_0_4_page-0001_jpg.rf.LQi8KCb2wxCEUD3C7lSC_002.jpg,metadata_strip,,0_4_page-0001_jpg.rf.LQi8KCb2wxCEUD3C7lSC.jpg,forged
forged/metadata_strip_IMG-20240405-WA0019_jpg.rf.sZGqcZOx4MsIIEcMM5Ut_003.jpg,metadata_strip,,IMG-20240405-WA0019_jpg.rf.sZGqcZOx4MsIIEcMM5Ut.jpg,forged
forged/metadata_strip_3_png.rf.CthnogULRIDHBPRj56NC_004.jpg,metadata_strip,,3_png.rf.CthnogULRIDHBPRj56NC.png,forged
forged/metadata_strip_3-1-_page-0001_jpg.rf.GdHyTVnXJxvZv2dJOYJw_005.jpg,metadata_strip,,3-1-_page-0001_jpg.rf.GdHyTVnXJxvZv2dJOYJw.jpg,forged
forged/metadata_strip_27-1-_page-0001_jpg.rf.mCOgmmGW6H9bF9wdzNwN_006.jpg,metadata_strip,,27-1-_page-0001_jpg.rf.mCOgmmGW6H9bF9wdzNwN.jpg,forged
forged/metadata_strip_17-1-_page-0001_jpg.rf.MBmp4a0U6kjHZWFQ8zaR_007.jpg,metadata_strip,,17-1-_page-0001_jpg.rf.MBmp4a0U6kjHZWFQ8zaR.jpg,forged
forged/metadata_strip_image_png_jpg.rf.fbDsplVsStojIsCi7S54_008.jpg,metadata_strip,,image_png_jpg.rf.fbDsplVsStojIsCi7S54.jpg,forged
forged/metadata_strip_13-2-_page-0001_jpg.rf.dJcAkp37r8OVl6Lsbckm_009.jpg,metadata_strip,,13-2-_page-0001_jpg.rf.dJcAkp37r8OVl6Lsbckm.jpg,forged
forged/resolution_mismatch_image-34-_png_jpg.rf.qEuLXAZZQOXcgio2zGPI_000.jpg,resolution_mismatch,"50,53,200,200",image-34-_png_jpg.rf.qEuLXAZZQOXcgio2zGPI.jpg,forged
forged/resolution_mismatch_14-__page-0001_jpg.rf.3oWmP9FqEpWHYhqe7Y2Q_001.jpg,resolution_mismatch,"384,258,200,200",14-__page-0001_jpg.rf.3oWmP9FqEpWHYhqe7Y2Q.jpg,forged
forged/resolution_mismatch_0_4_page-0001_jpg.rf.LQi8KCb2wxCEUD3C7lSC_002.jpg,resolution_mismatch,"427,45,200,200",0_4_page-0001_jpg.rf.LQi8KCb2wxCEUD3C7lSC.jpg,forged
forged/resolution_mismatch_IMG-20240405-WA0019_jpg.rf.sZGqcZOx4MsIIEcMM5Ut_003.jpg,resolution_mismatch,"138,141,200,200",IMG-20240405-WA0019_jpg.rf.sZGqcZOx4MsIIEcMM5Ut.jpg,forged
forged/resolution_mismatch_3_png.rf.CthnogULRIDHBPRj56NC_004.jpg,resolution_mismatch,"253,94,138,138",3_png.rf.CthnogULRIDHBPRj56NC.png,forged
forged/resolution_mismatch_3-1-_page-0001_jpg.rf.GdHyTVnXJxvZv2dJOYJw_005.jpg,resolution_mismatch,"145,280,200,200",3-1-_page-0001_jpg.rf.GdHyTVnXJxvZv2dJOYJw.jpg,forged
forged/resolution_mismatch_27-1-_page-0001_jpg.rf.mCOgmmGW6H9bF9wdzNwN_006.jpg,resolution_mismatch,"320,226,200,200",27-1-_page-0001_jpg.rf.mCOgmmGW6H9bF9wdzNwN.jpg,forged
forged/resolution_mismatch_17-1-_page-0001_jpg.rf.MBmp4a0U6kjHZWFQ8zaR_007.jpg,resolution_mismatch,"118,286,200,200",17-1-_page-0001_jpg.rf.MBmp4a0U6kjHZWFQ8zaR.jpg,forged
forged/resolution_mismatch_image_png_jpg.rf.fbDsplVsStojIsCi7S54_008.jpg,resolution_mismatch,"396,383,200,200",image_png_jpg.rf.fbDsplVsStojIsCi7S54.jpg,forged
forged/resolution_mismatch_13-2-_page-0001_jpg.rf.dJcAkp37r8OVl6Lsbckm_009.jpg,resolution_mismatch,"363,112,200,200",13-2-_page-0001_jpg.rf.dJcAkp37r8OVl6Lsbckm.jpg,forged
